author_id,paper_id
31717083,0000238f07f151172cf2602588ba762b55c8464b
22471662,0000238f07f151172cf2602588ba762b55c8464b
118576023,0000238f07f151172cf2602588ba762b55c8464b
6383773,0000238f07f151172cf2602588ba762b55c8464b
2088997835,00002d31a8c758062a51d9a259313d81a5eaf399
2145957619,00002d31a8c758062a51d9a259313d81a5eaf399
1506808695,00002d31a8c758062a51d9a259313d81a5eaf399
2121101648,00002d31a8c758062a51d9a259313d81a5eaf399
2201143605,0000315635be19f6278dbc72597b3065fac405f0
27040249,0000315635be19f6278dbc72597b3065fac405f0
2059315329,0000315635be19f6278dbc72597b3065fac405f0
3406314,0000315635be19f6278dbc72597b3065fac405f0
145430043,0000315635be19f6278dbc72597b3065fac405f0
2065533710,0000315635be19f6278dbc72597b3065fac405f0
2085549408,00005d68c6c7eb4d3c27da8242a30b9a498f991e
2165796912,00005d68c6c7eb4d3c27da8242a30b9a498f991e
2233494639,000099f496c1d97729700a77931d98b28a42d5df
2075217459,000099f496c1d97729700a77931d98b28a42d5df
2233502815,000099f496c1d97729700a77931d98b28a42d5df
2233500882,000099f496c1d97729700a77931d98b28a42d5df
2233500875,000099f496c1d97729700a77931d98b28a42d5df
2170117136,000099f496c1d97729700a77931d98b28a42d5df
2233501784,000099f496c1d97729700a77931d98b28a42d5df
122495956,0000f2eb98405f7d4044761c1707a199ac6189bc
24194181,0000f2eb98405f7d4044761c1707a199ac6189bc
144979147,0000f2eb98405f7d4044761c1707a199ac6189bc
2182230504,00014314b1944a1f88395518466dd27dbd1e6597
1405598963,00014314b1944a1f88395518466dd27dbd1e6597
2894523,0001732a8f4f8443731a16387dda81c61a7bf108
1757723,0001732a8f4f8443731a16387dda81c61a7bf108
3013763,0001732a8f4f8443731a16387dda81c61a7bf108
73775081,0001737302ae273dd1b7d3f144909c2d3f197a2b
13231443,0001737302ae273dd1b7d3f144909c2d3f197a2b
6313540,0001737302ae273dd1b7d3f144909c2d3f197a2b
1829777,0001a990b8268dbb9fa5e3461f5f62f5f13ead76
31782512,0001a990b8268dbb9fa5e3461f5f62f5f13ead76
40442909,0001a990b8268dbb9fa5e3461f5f62f5f13ead76
2056721044,0002b039d535279ca348c365b407c05e0784e73f
46380550,0002b039d535279ca348c365b407c05e0784e73f
2157325472,0002b039d535279ca348c365b407c05e0784e73f
8550973,0002b039d535279ca348c365b407c05e0784e73f
40245505,0002b039d535279ca348c365b407c05e0784e73f
2159008991,0002b568154d66ae99ead0427c3f9795a46e9029
2159011732,0002b568154d66ae99ead0427c3f9795a46e9029
1936237,0002b568154d66ae99ead0427c3f9795a46e9029
2152950465,0002eee8b8328c0df9de5fc84631f2083fa71086
2143164142,0002eee8b8328c0df9de5fc84631f2083fa71086
2162152527,0002eee8b8328c0df9de5fc84631f2083fa71086
2151682065,0002eee8b8328c0df9de5fc84631f2083fa71086
2222176832,0003b78d58c7f6f7027e5d16d3cc28546c0e6bc0
2240045681,0003b78d58c7f6f7027e5d16d3cc28546c0e6bc0
2240048305,0003b78d58c7f6f7027e5d16d3cc28546c0e6bc0
2222176836,0003b78d58c7f6f7027e5d16d3cc28546c0e6bc0
26950252,0003cf9c5ab0baa1d41d52da893348ceb52f2b2f
2138586155,0003cf9c5ab0baa1d41d52da893348ceb52f2b2f
83978392,0003cf9c5ab0baa1d41d52da893348ceb52f2b2f
2169004495,0003cf9c5ab0baa1d41d52da893348ceb52f2b2f
2091042193,0003cf9c5ab0baa1d41d52da893348ceb52f2b2f
145298798,00040bdd447f041a50ae95fd51926cf435ef1eba
30772377,00040bdd447f041a50ae95fd51926cf435ef1eba
21058844,00040bdd447f041a50ae95fd51926cf435ef1eba
13288046,00040bdd447f041a50ae95fd51926cf435ef1eba
2069693130,00040c83033c16d10cfc88780c216e1c9e0bc9dc
2005143485,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
8629101,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
73715803,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
3417676,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
2079182611,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
1492125410,000417ac406bb7b38aa1cbdb7ebd10406f02bb99
2204340369,00044a527a0642b08f385cda845331f0fc8cbbfd
1873244,00044a527a0642b08f385cda845331f0fc8cbbfd
3401692,00044a527a0642b08f385cda845331f0fc8cbbfd
143627888,00044a527a0642b08f385cda845331f0fc8cbbfd
1392623159,00044a527a0642b08f385cda845331f0fc8cbbfd
1691577,00044a527a0642b08f385cda845331f0fc8cbbfd
2191158069,00046a0b1d0b5c1df959738c14ab0e741dbf2b51
6641675,0004a22c06658aaa88124fcc8cbff97edc2501ad
2162331407,0004a22c06658aaa88124fcc8cbff97edc2501ad
47036346,0004a22c06658aaa88124fcc8cbff97edc2501ad
104322455,0004a22c06658aaa88124fcc8cbff97edc2501ad
2000725526,0004a22c06658aaa88124fcc8cbff97edc2501ad
2165605386,0004a22c06658aaa88124fcc8cbff97edc2501ad
17207036,0004a22c06658aaa88124fcc8cbff97edc2501ad
6622202,0004a22c06658aaa88124fcc8cbff97edc2501ad
2152469879,0004ba9762178f1c5668b1ff29ae166ddb3a8c3d
2265207018,0004ba9762178f1c5668b1ff29ae166ddb3a8c3d
2208477977,0004ba9762178f1c5668b1ff29ae166ddb3a8c3d
2149869703,000559ddec47a6e2f1b06829d1b1c2f73270b55f
2144134706,000559ddec47a6e2f1b06829d1b1c2f73270b55f
2118095747,000559ddec47a6e2f1b06829d1b1c2f73270b55f
2146309367,000559ddec47a6e2f1b06829d1b1c2f73270b55f
34665814,000559ddec47a6e2f1b06829d1b1c2f73270b55f
2798354,000559ddec47a6e2f1b06829d1b1c2f73270b55f
2279381005,0005652ac7e1bed2163fa6815bb38172fae80525
2260526599,0005652ac7e1bed2163fa6815bb38172fae80525
2260528322,0005652ac7e1bed2163fa6815bb38172fae80525
2278545107,0005652ac7e1bed2163fa6815bb38172fae80525
2279380387,0005652ac7e1bed2163fa6815bb38172fae80525
38635490,00059087c954c1af6ece33115315e3e0ecc2f2c2
36126076,00059087c954c1af6ece33115315e3e0ecc2f2c2
2195639928,00061f6bd4062126de51de0907a6441395a11610
48359293,00061f6bd4062126de51de0907a6441395a11610
1397904342,00061f6bd4062126de51de0907a6441395a11610
2184504234,00061f6bd4062126de51de0907a6441395a11610
1972387119,00061f6bd4062126de51de0907a6441395a11610
2067749358,00061f6bd4062126de51de0907a6441395a11610
2068981183,00061f6bd4062126de51de0907a6441395a11610
144625909,000621a67fa7b6ca0a0d3240e2e67d0db2581682
10720539,000621a67fa7b6ca0a0d3240e2e67d0db2581682
144188078,000621a67fa7b6ca0a0d3240e2e67d0db2581682
51894811,000621a67fa7b6ca0a0d3240e2e67d0db2581682
49238811,000621a67fa7b6ca0a0d3240e2e67d0db2581682
2647304,000621a67fa7b6ca0a0d3240e2e67d0db2581682
2455282,000621a67fa7b6ca0a0d3240e2e67d0db2581682
30494387,000621a67fa7b6ca0a0d3240e2e67d0db2581682
34660552,0007199210067951d66ba3316f0242c7946464a9
145575019,0007199210067951d66ba3316f0242c7946464a9
3245425,000734d25e1952d5dd1d5af66a88fd7e565abf33
1666727061,00078a643ac647bf5c6e5578b6d767158778c116
2108513623,00078a643ac647bf5c6e5578b6d767158778c116
24531654,00078a643ac647bf5c6e5578b6d767158778c116
1684289,00078a643ac647bf5c6e5578b6d767158778c116
1700271820,0007a84ca79e7466a52b456e2a03b10f3e590a04
8005747,0007a84ca79e7466a52b456e2a03b10f3e590a04
2876416,0007a84ca79e7466a52b456e2a03b10f3e590a04
1414119219,0007a84ca79e7466a52b456e2a03b10f3e590a04
2660554,0007a84ca79e7466a52b456e2a03b10f3e590a04
6470232,0007a84ca79e7466a52b456e2a03b10f3e590a04
153483182,0007a84ca79e7466a52b456e2a03b10f3e590a04
2534407,0007a84ca79e7466a52b456e2a03b10f3e590a04
3214043,0007a84ca79e7466a52b456e2a03b10f3e590a04
5672681,0007a84ca79e7466a52b456e2a03b10f3e590a04
1722055,0007b8b92d6422cb022914a5c626036286eb1a27
1423797914,0007b8b92d6422cb022914a5c626036286eb1a27
39107991,0007e9912276fe176ecca94a91fd1828059c2017
46679009,0007e9912276fe176ecca94a91fd1828059c2017
32002538,00091d093ab19e58b2eb7a85ff26354b471adcd2
1658886656,00091d093ab19e58b2eb7a85ff26354b471adcd2
143701176,0009c4975fcb502a4af0e53d46ec6255c13216a1
2109247625,0009c4975fcb502a4af0e53d46ec6255c13216a1
1695958,0009c4975fcb502a4af0e53d46ec6255c13216a1
2162446116,000a1779aaf160a615b268d833c30cca91f55f98
2262901,000a1779aaf160a615b268d833c30cca91f55f98
2068016,000a1779aaf160a615b268d833c30cca91f55f98
2820701,000a1779aaf160a615b268d833c30cca91f55f98
1490934493,000a1779aaf160a615b268d833c30cca91f55f98
1756949,000a1779aaf160a615b268d833c30cca91f55f98
2180870323,000a76e7a390174ea231ee36e072d20f8148743f
121844189,000a76e7a390174ea231ee36e072d20f8148743f
39189434,000a76e7a390174ea231ee36e072d20f8148743f
2221574965,000a9f529fdcac451cd35d7303bcc64ea2a9fcbc
2085650631,000a9f529fdcac451cd35d7303bcc64ea2a9fcbc
50428033,000a9f529fdcac451cd35d7303bcc64ea2a9fcbc
2254452677,000ab4c2ff9c176bd4c49b511cbc754b98069b8a
2254385095,000ab4c2ff9c176bd4c49b511cbc754b98069b8a
2075291155,000b0a49874832041ffdf372fa976cf47b762960
66904290,000b0a49874832041ffdf372fa976cf47b762960
3468133,000b0a49874832041ffdf372fa976cf47b762960
2117852671,000b0a49874832041ffdf372fa976cf47b762960
2109060876,000b2fba3d72d2d35ebe98178d3837eb10cee454
2199360558,000b2fba3d72d2d35ebe98178d3837eb10cee454
2199601963,000b2fba3d72d2d35ebe98178d3837eb10cee454
2071197697,000b2fba3d72d2d35ebe98178d3837eb10cee454
2119408004,000b2fba3d72d2d35ebe98178d3837eb10cee454
50561785,000b2fba3d72d2d35ebe98178d3837eb10cee454
2199522381,000b2fba3d72d2d35ebe98178d3837eb10cee454
50082887,000b2fba3d72d2d35ebe98178d3837eb10cee454
7607711,000b2fba3d72d2d35ebe98178d3837eb10cee454
2150666690,000b2fba3d72d2d35ebe98178d3837eb10cee454
2109655451,000b2fba3d72d2d35ebe98178d3837eb10cee454
3369856,000b53134b805be72e269cd79463dff4fd59d9f7
40390132,000b53134b805be72e269cd79463dff4fd59d9f7
1729979,000b53134b805be72e269cd79463dff4fd59d9f7
1706937,000b53134b805be72e269cd79463dff4fd59d9f7
2064947354,000b8567d17dd982ae226c29505027ed692911dd
2180774482,000b993633972b81453c47142e8d112be24c922e
2196653485,000bd1e06b5813a19a9317d62d414b4042ce89ad
144327272,000bd1e06b5813a19a9317d62d414b4042ce89ad
2196176908,000bd1e06b5813a19a9317d62d414b4042ce89ad
2142863012,000bd1e06b5813a19a9317d62d414b4042ce89ad
2160099,000ca433e160c938bdbe61055cad626ca1c0dd46
2134874228,000ca433e160c938bdbe61055cad626ca1c0dd46
2856466,000ca433e160c938bdbe61055cad626ca1c0dd46
2261635,000ca433e160c938bdbe61055cad626ca1c0dd46
2225845486,000cd7ac3435007cca292fc8f1bac86b7a066467
51887595,000cd7ac3435007cca292fc8f1bac86b7a066467
9192419,000cd7ac3435007cca292fc8f1bac86b7a066467
46610789,000cd7ac3435007cca292fc8f1bac86b7a066467
116853525,000cd7ac3435007cca292fc8f1bac86b7a066467
50378805,000cd7ac3435007cca292fc8f1bac86b7a066467
1380210582,000d02535797fd8ca7b0f04edcbf356e089a5338
2224850812,000d02535797fd8ca7b0f04edcbf356e089a5338
2266393147,000d02535797fd8ca7b0f04edcbf356e089a5338
2158038131,000d02535797fd8ca7b0f04edcbf356e089a5338
2224871422,000d02535797fd8ca7b0f04edcbf356e089a5338
46690737,000d0a52ce890a794b16d3379f96c6cbb7e0acaa
2041846875,000d0a52ce890a794b16d3379f96c6cbb7e0acaa
2023972375,000d0a52ce890a794b16d3379f96c6cbb7e0acaa
40460371,000dca71877ed893ed8bfd6ad2dcd3a3f7abff90
2213873418,000dca71877ed893ed8bfd6ad2dcd3a3f7abff90
2281454,000dca71877ed893ed8bfd6ad2dcd3a3f7abff90
2088138377,000dca71877ed893ed8bfd6ad2dcd3a3f7abff90
2198762371,000dd471bc37669204fd85c370bb903987497f13
46208021,000dd471bc37669204fd85c370bb903987497f13
2160494837,000dd471bc37669204fd85c370bb903987497f13
2058165936,000dd471bc37669204fd85c370bb903987497f13
88849233,000dd471bc37669204fd85c370bb903987497f13
2198761041,000dd471bc37669204fd85c370bb903987497f13
39740778,000ddbbb741b127f795dd09f748b2c508a54a5a3
2200547919,000ddbbb741b127f795dd09f748b2c508a54a5a3
2051654659,000e1bc628c0e9f4af7c70c029dbaf309cda6bc2
2912487,000e1bc628c0e9f4af7c70c029dbaf309cda6bc2
2116188915,000e1bc628c0e9f4af7c70c029dbaf309cda6bc2
2116763588,000e1bc628c0e9f4af7c70c029dbaf309cda6bc2
49504506,000e62ca8505e3a5d04f851a78e0cee6549e4583
2110199755,000e62ca8505e3a5d04f851a78e0cee6549e4583
15385671,000e83ed6b57e93d6181c62b88062abca0a8aaa9
50364784,000e83ed6b57e93d6181c62b88062abca0a8aaa9
49317795,000e83ed6b57e93d6181c62b88062abca0a8aaa9
2057647423,000ee48cf456c2a7e4bd3f91b5d02835bb1a73a5
2159075376,000ee48cf456c2a7e4bd3f91b5d02835bb1a73a5
39666515,000ee48cf456c2a7e4bd3f91b5d02835bb1a73a5
2191077190,000ee48cf456c2a7e4bd3f91b5d02835bb1a73a5
2284063493,000ee48cf456c2a7e4bd3f91b5d02835bb1a73a5
31148591,000f7c02561b03026cd116541dafb817a98290fe
144168566,000f7c02561b03026cd116541dafb817a98290fe
148312427,000fa1e32c921ee0e5934b7091fe8d8b1b78958f
1729312005,000fa1e32c921ee0e5934b7091fe8d8b1b78958f
147749258,000fa1e32c921ee0e5934b7091fe8d8b1b78958f
28974080,001004c3b19c5e1e1989e39ee2e310c74333d9bb
1703218,001004c3b19c5e1e1989e39ee2e310c74333d9bb
26973516,00100b254519d8923c6d2a8757b5e1b6cb705a8a
2116602,00100b254519d8923c6d2a8757b5e1b6cb705a8a
2097672910,00100b254519d8923c6d2a8757b5e1b6cb705a8a
145746490,00100b254519d8923c6d2a8757b5e1b6cb705a8a
2153683263,00102bcb9310a0410ca8462d5b8df900e3352f5d
7324583,00102bcb9310a0410ca8462d5b8df900e3352f5d
145793370,00102bcb9310a0410ca8462d5b8df900e3352f5d
2065209361,00102bcb9310a0410ca8462d5b8df900e3352f5d
2233545527,00102bcb9310a0410ca8462d5b8df900e3352f5d
2233751499,00102bcb9310a0410ca8462d5b8df900e3352f5d
123539048,001032618456896dd0a618909d0fe443ced9e159
2230000137,001032618456896dd0a618909d0fe443ced9e159
2230012656,001032618456896dd0a618909d0fe443ced9e159
35867883,001095256e8fc3211a3f4016f528e06ffde8732c
145038036,001095256e8fc3211a3f4016f528e06ffde8732c
3338091,001095256e8fc3211a3f4016f528e06ffde8732c
1802604,001095256e8fc3211a3f4016f528e06ffde8732c
2213599403,0010ab98621bd8fa34de6b15e15b9da7fd28b4b3
2174955582,0010dc7c60266211bfe681a3523ccba178865571
1492066390,0010dc7c60266211bfe681a3523ccba178865571
1739143587,0010dc7c60266211bfe681a3523ccba178865571
2271579984,0010dc7c60266211bfe681a3523ccba178865571
22439533,0010dc7c60266211bfe681a3523ccba178865571
2232782139,0010dc7c60266211bfe681a3523ccba178865571
2292331557,001130846b34ba425a94443382f5dc7db92e048a
2261547695,001130846b34ba425a94443382f5dc7db92e048a
2292331333,001130846b34ba425a94443382f5dc7db92e048a
2292331237,001130846b34ba425a94443382f5dc7db92e048a
2089567022,001130846b34ba425a94443382f5dc7db92e048a
2292332132,001130846b34ba425a94443382f5dc7db92e048a
3384718,001130846b34ba425a94443382f5dc7db92e048a
2209041790,0011467a75469d9751eab6897a400de8bd47da95
2209387409,0011467a75469d9751eab6897a400de8bd47da95
7877211,0011467a75469d9751eab6897a400de8bd47da95
2140282634,0011467a75469d9751eab6897a400de8bd47da95
49781537,0011467a75469d9751eab6897a400de8bd47da95
1431743814,0011467a75469d9751eab6897a400de8bd47da95
4545096,0011467a75469d9751eab6897a400de8bd47da95
2151427968,001187617ac53a0ec4ad189ceec4d8435d93fc7d
34704626,001187617ac53a0ec4ad189ceec4d8435d93fc7d
2302867685,00119aa92647ee2fd3ab8857f24ee7170b94a0f8
2004920622,00119aa92647ee2fd3ab8857f24ee7170b94a0f8
3071270,00119aa92647ee2fd3ab8857f24ee7170b94a0f8
15057497,0011dd2949f1dd4232fe1e0e65b36816eadbec3d
2241137373,0011dd2949f1dd4232fe1e0e65b36816eadbec3d
113054314,00122dfdb0bec0d49cb82d459b4bc1806dd2bf9a
98127546,00122dfdb0bec0d49cb82d459b4bc1806dd2bf9a
2059544084,0012311418c5266cf903ef80180193e20a271ecb
2023824880,001239fef06d36c30e5bc7b4d331b2183c7fa479
95987665,001239fef06d36c30e5bc7b4d331b2183c7fa479
79867727,001239fef06d36c30e5bc7b4d331b2183c7fa479
152270990,001288472fc275eeb035da4ba9bd9ec97ec6e9f7
1453924341,001288472fc275eeb035da4ba9bd9ec97ec6e9f7
144714296,0012af1c3e092de5c06bb5338aa462bf6b66c63a
48676147,0012be5d3d625717ebaabb4aa5c7ff854dc16a5a
1789397,0012be5d3d625717ebaabb4aa5c7ff854dc16a5a
2125780,0012be5d3d625717ebaabb4aa5c7ff854dc16a5a
144760655,0012e96340682203c41c5c2cfe104f2df842f6b0
2237316063,0012e96340682203c41c5c2cfe104f2df842f6b0
31837119,00131bc2554ccaf13b29ede648bab5284f56b031
145400502,00131bc2554ccaf13b29ede648bab5284f56b031
2111155094,00131bc2554ccaf13b29ede648bab5284f56b031
1905832,00131bc2554ccaf13b29ede648bab5284f56b031
2268201974,0013b0fb32809804b613681381979f61047a586f
1400286111,0013b0fb32809804b613681381979f61047a586f
2268076604,0013b0fb32809804b613681381979f61047a586f
2268076586,0013b0fb32809804b613681381979f61047a586f
2220241357,0013b0fb32809804b613681381979f61047a586f
2268069503,0013b0fb32809804b613681381979f61047a586f
2268068260,0013b0fb32809804b613681381979f61047a586f
2124521724,0014ddccd4b60b7ee9213d5d0b4c3326b16555af
71706730,0014ddccd4b60b7ee9213d5d0b4c3326b16555af
9255319,0014ddccd4b60b7ee9213d5d0b4c3326b16555af
2317915,0014ddccd4b60b7ee9213d5d0b4c3326b16555af
2076257351,0014ddccd4b60b7ee9213d5d0b4c3326b16555af
104810796,00150fd38e66d5460bafd5aab90a40140e8de154
82528264,00150fd38e66d5460bafd5aab90a40140e8de154
2288109320,001535f55c5141c92c939128fc1eb7a90907d03b
2109624445,001585ee486c399043bb3f2ebfc84cfc0014aea8
1687728,001585ee486c399043bb3f2ebfc84cfc0014aea8
2456955,001585ee486c399043bb3f2ebfc84cfc0014aea8
2928835,001585ee486c399043bb3f2ebfc84cfc0014aea8
2265473695,0015dc7c1a56c53b81f2bab77406c862b0384c5d
2265520885,0015dc7c1a56c53b81f2bab77406c862b0384c5d
